32947.00000000,8.00000000,0.74511343,0.05564960,0.18791626,0.06242711,0.02183967,0.08174580
32947.00000000,9.00000000,0.67822040,0.03203191,0.28340018,0.02366957,0.01337668,0.02582430
32947.00000000,10.00000000,0.71087781,0.03696404,0.24137582,0.06208081,0.01438503,0.07208565
32947.00000000,11.00000000,0.69279465,0.01659147,0.28237869,0.06105825,0.02846680,0.08790983
32947.00000000,12.00000000,0.68450963,0.03137538,0.27674408,0.07961836,0.01615401,0.09531583
32947.00000000,13.00000000,0.70557112,0.02676910,0.25931490,0.08582293,0.02688341,0.11227971
32947.00000000,14.00000000,0.71154867,0.02280958,0.25645023,0.10746449,0.03156119,0.14108418
32947.00000000,15.00000000,0.68280014,0.04132335,0.26887145,0.10742135,0.03477072,0.14208304
32947.00000000,16.00000000,0.65322994,0.03407962,0.30754205,0.05947493,0.01353510,0.06589432
32947.00000000,17.00000000,0.72485790,0.08161658,0.18567980,0.05538895,0.02623081,0.08325899
32947.00000000,0.00000000,0.67987943,0.04211701,0.27205207,0.10236178,0.02412404,0.12290099
32947.00000000,18.00000000,0.78237971,0.09516739,0.11019843,0.08539567,0.02941086,0.11451226
32947.00000000,19.00000000,0.64597474,0.05812478,0.28781054,0.07525068,0.02763311,0.10015934
32947.00000000,20.00000000,0.66191606,0.02542065,0.30616348,0.06961314,0.02445024,0.09398477
32947.00000000,1.00000000,0.67615279,0.06197920,0.25317696,0.05451461,0.02117704,0.06272751
32947.00000000,2.00000000,0.71149027,0.05280924,0.22589747,0.04135071,0.01266951,0.05306234
32947.00000000,3.00000000,0.68652000,0.04779245,0.25954272,0.07706894,0.02974488,0.10633936
32947.00000000,4.00000000,0.59653764,0.04193227,0.35615444,0.05605345,0.01845101,0.07126225
32947.00000000,5.00000000,0.60816704,0.02314692,0.36315151,0.02313964,0.01624724,0.03752753
32947.00000000,6.00000000,0.69272499,0.03063703,0.27015752,0.10047017,0.02376318,0.12050315
32947.00000000,7.00000000,0.70729221,0.03428982,0.25135135,0.07690471,0.01913471,0.09249700
33039.00000000,8.00000000,0.58152771,0.21292760,0.19879993,0.03753070,0.04320271,0.06974250
33039.00000000,9.00000000,0.58195638,0.10757435,0.30827852,0.04282909,0.02869707,0.05236192
33039.00000000,10.00000000,0.55061039,0.13304923,0.31249191,0.05781497,0.03009374,0.07537031
33039.00000000,11.00000000,0.57435573,0.12884139,0.29240067,0.05238200,0.03555234,0.06505169
33039.00000000,12.00000000,0.62621582,0.11863254,0.25000147,0.06357212,0.04261105,0.09338801
33039.00000000,13.00000000,0.56289195,0.13379917,0.29828255,0.10578494,0.03139772,0.13218433
33039.00000000,14.00000000,0.55664180,0.12467436,0.31532382,0.07890607,0.05420256,0.12487134
33039.00000000,15.00000000,0.61934157,0.10936015,0.26862906,0.09189465,0.07766013,0.16087652
33039.00000000,16.00000000,0.60965085,0.07948766,0.30776435,0.06893453,0.01736573,0.05712069
33039.00000000,17.00000000,0.52376701,0.20420504,0.26973214,0.04946180,0.06401687,0.08833658
33039.00000000,0.00000000,0.57983799,0.10901193,0.30950393,0.07636530,0.03784657,0.09122489
33039.00000000,18.00000000,0.56718958,0.23567920,0.19050653,0.09415935,0.05206624,0.13731012
33039.00000000,19.00000000,0.58362072,0.11500415,0.29639268,0.04106199,0.03189395,0.05900691
33039.00000000,20.00000000,0.53307424,0.12541433,0.33816066,0.05446164,0.06095349,0.07433559
33039.00000000,1.00000000,0.59842067,0.14951165,0.24792434,0.05760857,0.02543328,0.07720956
33039.00000000,2.00000000,0.50332081,0.20612000,0.28559254,0.05267692,0.02034409,0.06105803
33039.00000000,3.00000000,0.52578536,0.10358101,0.36972646,0.05352725,0.04244451,0.08306952
33039.00000000,4.00000000,0.52165382,0.11715500,0.35800756,0.03758837,0.05470917,0.06720305
33039.00000000,5.00000000,0.56154865,0.07632286,0.35874491,0.03815886,0.02824485,0.05452390
33039.00000000,6.00000000,0.59990937,0.08869624,0.30734818,0.04182619,0.03488903,0.07434740
33039.00000000,7.00000000,0.61322402,0.07909185,0.30397749,0.04766611,0.05022308,0.08274028
33100.00000000,8.00000000,0.60584789,0.20001556,0.18732436,0.03109711,0.02696724,0.05309556
33100.00000000,9.00000000,0.54714203,0.18110647,0.26781050,0.02954187,0.01499824,0.03015062
33100.00000000,10.00000000,0.53138934,0.17006919,0.29257811,0.04902774,0.02631685,0.07070629
33100.00000000,11.00000000,0.47145014,0.23227488,0.29258342,0.06324141,0.02847194,0.07646096
33100.00000000,12.00000000,0.56237773,0.16339220,0.26944360,0.05583528,0.01662923,0.07044357
33100.00000000,13.00000000,0.51423361,0.18812385,0.29305494,0.08355743,0.01767004,0.09226109
33100.00000000,14.00000000,0.49115320,0.21135250,0.29338789,0.06516323,0.02680904,0.08693694
33100.00000000,15.00000000,0.56695948,0.20538893,0.22317327,0.11397164,0.05267414,0.16381701
33100.00000000,16.00000000,0.47188002,0.20454160,0.32096524,0.04273113,0.01403729,0.04206863
33100.00000000,17.00000000,0.55457823,0.24383330,0.19759535,0.04135144,0.02342558,0.06230909
33100.00000000,0.00000000,0.55477080,0.22574061,0.21575234,0.09880232,0.02808542,0.12042326
33100.00000000,18.00000000,0.58541311,0.22909451,0.17878993,0.06757361,0.04535781,0.10557304
33100.00000000,19.00000000,0.53399205,0.19776516,0.26397531,0.05681609,0.04417250,0.10056457
33100.00000000,20.00000000,0.55730223,0.14736850,0.29113085,0.04811509,0.02521497,0.07046050
33100.00000000,1.00000000,0.58144019,0.17747510,0.23549774,0.04089496,0.03779520,0.07111443
33100.00000000,2.00000000,0.59440022,0.17633088,0.22326207,0.03317304,0.02354049,0.05481567
33100.00000000,3.00000000,0.53160167,0.18465685,0.28041349,0.03443181,0.02803967,0.06028118
33100.00000000,4.00000000,0.48192473,0.16636004,0.34779605,0.05707167,0.01278248,0.05896504
33100.00000000,5.00000000,0.46026486,0.17375142,0.36274907,0.02885566,0.01834301,0.03847474
33100.00000000,6.00000000,0.54756323,0.16924846,0.27931333,0.07501727,0.01792514,0.08504541
33100.00000000,7.00000000,0.53237414,0.18873586,0.27509210,0.05118600,0.02895239,0.07161056
33131.00000000,8.00000000,0.65703415,0.16754837,0.16785874,0.02297044,0.01803158,0.03623137
33131.00000000,9.00000000,0.61168303,0.13123882,0.25238303,0.03478150,0.00823493,0.03897590
33131.00000000,10.00000000,0.61833095,0.13185950,0.24266633,0.04672281,0.02028558,0.06755765
33131.00000000,11.00000000,0.57834795,0.12841261,0.28820979,0.04919467,0.02964784,0.06755828
33131.00000000,12.00000000,0.62643245,0.11958049,0.24838963,0.04386317,0.01688493,0.05945088
33131.00000000,13.00000000,0.59583478,0.11326451,0.28567376,0.06091436,0.02372124,0.08308674
33131.00000000,14.00000000,0.56904721,0.11732446,0.30798291,0.04496371,0.02677051,0.06906210
33131.00000000,15.00000000,0.62614868,0.17946460,0.18891277,0.09634648,0.04037316,0.13592419
33131.00000000,16.00000000,0.55586873,0.17650672,0.26367462,0.03156368,0.00957750,0.03618323
33131.00000000,17.00000000,0.58876159,0.21169354,0.19468446,0.04477049,0.01857557,0.05905097
33131.00000000,0.00000000,0.57203020,0.18074924,0.24241896,0.08438774,0.03120421,0.10571481
33131.00000000,18.00000000,0.61274581,0.16968779,0.20958252,0.05697549,0.02054308,0.07427557
33131.00000000,19.00000000,0.59296703,0.15486903,0.24668959,0.03681659,0.04034867,0.07569541
