34681.00000000,9.00000000,0.12184015,0.40567455,0.47008005,0.03168137,0.02238372,0.03068659
34681.00000000,99.00000000,0.22636738,0.30301872,0.46850613,0.04363521,0.02758423,0.04021804
34681.00000000,10.00000000,0.22754219,0.34590912,0.42134333,0.09641665,0.12465886,0.04351307
34681.00000000,11.00000000,0.34127423,0.14134924,0.51323909,0.03129919,0.03722660,0.04829338
34681.00000000,12.00000000,0.11805998,0.53170949,0.34500447,0.07505054,0.05961617,0.03527725
34681.00000000,13.00000000,0.09673335,0.29206482,0.61037296,0.02588012,0.02198751,0.03736044
34681.00000000,14.00000000,0.09987808,0.46829373,0.42534235,0.04133190,0.03081364,0.03840787
34681.00000000,15.00000000,0.21199520,0.20687868,0.57746524,0.06535103,0.06850068,0.03473019
34681.00000000,16.00000000,0.40901196,0.08578035,0.49920556,0.02874521,0.01723542,0.04151073
34681.00000000,17.00000000,0.27192581,0.28529599,0.43606302,0.03961381,0.01946496,0.03109336
34681.00000000,18.00000000,0.10340445,0.50940073,0.38121971,0.04383992,0.06052803,0.02848762
34681.00000000,1.00000000,0.06854352,0.43215504,0.49688363,0.01973124,0.01497652,0.02102587
34681.00000000,19.00000000,0.09641011,0.42104816,0.48011711,0.05886225,0.02969591,0.04052341
34681.00000000,100.00000000,0.11432265,0.37253702,0.51068062,0.03847491,0.03234105,0.04197357
34681.00000000,101.00000000,0.06841645,0.47341222,0.45264259,0.02022084,0.03483598,0.02733910
34681.00000000,102.00000000,0.01481745,0.72676027,0.25265384,0.07841402,0.09954838,0.07868578
34681.00000000,103.00000000,0.04651693,0.42288396,0.52788311,0.02052445,0.04044827,0.03818600
34681.00000000,104.00000000,0.21649264,0.32864040,0.44780543,0.04167180,0.05638265,0.03311252
34681.00000000,105.00000000,0.15196571,0.50956744,0.33097780,0.03230448,0.03443305,0.02615475
34681.00000000,106.00000000,0.14641505,0.37135750,0.47790867,0.02256216,0.05642701,0.06522902
